Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,YearsSinceRemodel,Has2ndFloor,HasGarage,HasBasement,TotalPorchSF,QualitySize,QualityTotalSF,ExterQual_Encoded,ExterQualSize,KitchenQual_Encoded,TotalQualityScore,LiveableSF,TotalShelterSF,QualityAgeInteraction,BathBedroomRatio,GrLivArea_Squared,GrLivArea_Cubed,TotalSF_Squared,TotalSF_Cubed,LotArea_Squared,TotalBsmtSF_Squared,OverallQual_Squared,HouseAge_Squared,GrLivArea_Sqrt,LotArea_Sqrt,LivingAreaRatio,BasementRatio,GarageRatio,BathPerBedroom,RoomDensity,PorchRatio,LotShapeIndex,QualityPerSF,AgeBracket,QualityTier,SizeCategory,LotCategory,SaleSeason,IsRemodeled,MarketPeriod,HasPool,HasFireplace,HasCentralAir,GarageSize,LotShapeQuality,HouseType,BsmtQual_Encoded,HeatingQC_Encoded,TotalUsableSF,HasPoolFlag,HasGarageFlag,TotalAmenities,TotalUsableSF_Norm,TotalQualityScore_Norm,TotalAmenities_Norm,PropertyValueIndex
313,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,793,GasA,TA,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD,Normal,119900,1911,2.0,67,56,1,1,1,271,5590,9555,3,3354,3,3.6,1911,2321,0.07352941176470588,0.5,1249924,1397415032,3651921,6978821031,60840000,628849,25,4489,33.436506994600975,88.31760866327846,0.14331495962056146,0.4147489539748954,0.21443514644351463,0.5,0.004468275245755138,0.2421805183199285,0.7277400388656368,2.360717658168083,Old (50-100yr),Average,Small,Small,Spring,1,Pre-2008,0,1,1,2-Car,4,1.5-Story,4.0,3,2321,0,1,2,0.15479900280461203,0.43529411764705883,0.4,0.33003104015055695
314,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,2136,GasW,TA,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,375000,4172,4.0,44,44,0,1,1,0,14252,29204,3,6108,3,4.0,4172,4685,0.15555555555555556,1.0,4145296,8439822656,17405584,72616096448,46330410025,4562496,49,1936,45.12205669071391,463.9450398484717,0.009458944649377922,0.511861969805895,0.12293314162473042,1.0,0.0039273441335297005,0.0,0.3226187767244186,2.30566534914361,Mature (25-50yr),Good,XLarge,Huge,Summer,0,Post-2008,0,1,1,2-Car,1,1-Story,4.0,3,4685,0,1,3,0.33896852602056715,0.5294117647058824,0.6,0.4894600969088165
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,728,GasA,Ex,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,0,234,0,0,0,,,,0,8,2006,WD,Normal,178000,2369,2.0,81,16,1,1,1,234,11487,16583,3,4923,5,4.6,2369,2915,0.08536585365853659,0.5,2692881,4419017721,5612161,13295209409,92160000,529984,49,6561,40.50925820105819,97.97958971132712,0.17091969586501407,0.3071729957805907,0.23037974683544304,0.5,0.0036540803897685747,0.1425091352009744,0.6061855800270474,2.6505111700113595,Old (50-100yr),Good,Large,Medium,Summer,1,Pre-2008,0,1,1,2-Car,4,2-Story,3.0,5,2915,0,1,2,0.2010751012776566,0.6705882352941176,0.4,0.4238877788572581
316,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,716,GasA,Ex,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,100,51,0,0,0,0,,,,0,7,2009,WD,Normal,188500,2148,3.5,5,4,1,1,1,151,10024,15036,4,5728,4,4.8,2148,2580,1.1666666666666667,0.875,2050624,2936493568,4613904,9910665792,60762025,512656,49,25,37.841775856849004,88.28929719960398,0.1836839404822986,0.3331782224290368,0.20102373196835738,0.875,0.00418702023726448,0.10537334263782275,0.7951680909894641,2.8782894736842106,New (0-5yr),Good,Medium,Small,Summer,1,Post-2008,0,1,1,2-Car,3,2-Story,4.0,5,2580,0,1,2,0.17497662823309443,0.7176470588235294,0.4,0.43087456235220795
317,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,845,GasA,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,288,195,0,0,0,0,,GdPrv,,0,8,2009,WD,Normal,260000,3198,3.5,29,29,1,1,1,483,16471,22386,4,9412,5,4.6,3198,3682,0.23333333333333334,0.7,5536609,13027640977,10227204,32706598392,169130025,714025,49,841,48.507731342539614,114.03946685248927,0.1809165000768876,0.2641450453266646,0.15129728040012505,0.7,0.004248088360237893,0.20518266779949024,0.8171108800472157,2.08768267223382,Mature (25-50yr),Good,XLarge,Large,Summer,0,Post-2008,0,1,1,2-Car,3,2-Story,4.0,3,3682,0,1,2,0.2608289186662512,0.6705882352941176,0.4,0.44380571798678964
318,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,GasA,Ex,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,208,46,0,0,0,0,,,,0,12,2007,WD,Normal,270000,3047,2.5,1,1,1,1,1,254,15672,24376,4,7836,4,5.0,3047,4072,4.0,0.625,3837681,7518017079,9284209,28288984823,81000000,1183744,64,1,44.26059195266146,94.86832980505137,0.21764248416842574,0.3569553805774278,0.3362860892388451,0.625,0.004081632653061225,0.12959183673469388,0.7823230064872602,2.703616086515715,New (0-5yr),Excellent,XLarge,Medium,Winter,0,Pre-2008,0,1,1,3+ Car,4,2-Story,4.0,5,4072,0,1,2,0.29121221564350264,0.7647058823529411,0.4,0.4853060326654813
319,60,RL,90.0,9900,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,GasA,Ex,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,340,60,144,0,0,0,,,,0,4,2009,WD,Normal,260000,3993,3.5,16,16,1,1,1,544,18522,27951,4,10584,4,4.8,3993,4649,0.4117647058823529,0.7,7001316,18525482136,15944049,63664587657,98010000,1814409,49,256,51.43928459844674,99.498743710662,0.2672457327542673,0.3372558838257386,0.1642463695543315,0.7,0.003400075557234605,0.20551567812618057,0.8955335825800161,1.9199122325836533,Modern (10-25yr),Good,XLarge,Medium,Spring,0,Post-2008,0,1,1,3+ Car,4,2-Story,4.0,5,4649,0,1,2,0.33616391399189777,0.7176470588235294,0.4,0.4846036576051424
320,80,RL,69.0,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,GasA,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,233,48,0,0,0,0,,,,0,6,2009,WD,Normal,187500,2844,3.0,29,29,0,1,1,281,10304,19908,3,4416,3,4.0,2844,3432,0.23333333333333334,0.75,2166784,3189506048,8088336,23003227584,199233225,1882384,49,841,38.36665218650175,118.80656547514535,0.10427883253046188,0.4822495606326889,0.20667838312829526,0.75,0.004073319755600814,0.19076714188730481,0.5759283702554223,2.8317152103559873,Mature (25-50yr),Good,Large,Large,Summer,0,Post-2008,0,1,1,2-Car,4,Split-Level,4.0,3,3432,0,1,3,0.24135244624493613,0.5294117647058824,0.6,0.45692140365027284
321,60,RL,111.0,16259,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,GasA,Ex,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,,Attchd,2006.0,RFn,3,840,TA,TA,Y,240,154,0,0,0,0,,,,0,9,2006,New,Partial,342643,3845,3.5,0,0,1,1,1,394,23364,34605,3,7788,4,5.2,3845,4685,9.0,0.7,6739216,17495004736,14784025,56844576125,264355081,1560001,81,0,50.950956811427986,127.51078385768005,0.15965559655596556,0.3247529901196048,0.21840873634945399,0.7,0.0034655371582595304,0.15171351559491722,0.8637407435233415,2.5027808676307006,New (0-5yr),Excellent,XLarge,Large,Fall,0,Pre-2008,0,0,1,3+ Car,4,2-Story,5.0,5,4685,0,1,1,0.33896852602056715,0.8117647058823529,0.2,0.4502444106343067
322,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,1136,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,184,154,0,0,0,0,,,,0,6,2007,WD,Normal,354000,3604,3.5,3,3,1,1,1,338,19744,28832,4,9872,4,5.2,3604,4476,2.0,0.7,6091024,15032647232,12988816,46811692864,146385801,1290496,64,9,49.678969393496885,109.99545445153632,0.20396694214876032,0.31511789181692096,0.2418862690707351,0.7,0.004050222762251924,0.13689752936411503,0.8919284171517684,2.306805074971165,New (0-5yr),Excellent,XLarge,Large,Summer,0,Pre-2008,0,1,1,3+ Car,3,2-Story,5.0,5,4476,0,1,2,0.32268619507634777,0.8117647058823529,0.4,0.5114836336529002
323,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,GasA,Ex,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,201,96,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,301000,4232,3.5,21,20,1,1,1,297,19110,29624,4,10920,4,4.6,4232,4808,0.3181818181818182,0.7,7452900,20346417000,17909824,75794375168,107744400,2256004,49,441,52.24940191045253,101.88228501560023,0.26298044504383006,0.3548310890621309,0.13607370659107015,0.7,0.0029293299157817647,0.10875137312339803,0.8359067840198112,1.876675603217158,Modern (10-25yr),Good,XLarge,Medium,Summer,1,Pre-2008,0,1,1,2-Car,3,2-Story,3.0,5,4808,0,1,2,0.34855095045185414,0.6705882352941176,0.4,0.47304639524865727
324,20,RM,49.0,5820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,GasA,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,220,Fa,TA,Y,142,98,0,0,0,0,,,,0,7,2006,WD,Normal,126175,2325,2.0,51,1,0,1,1,240,3489,6975,3,3489,3,3.4,2325,2545,0.057692307692307696,0.5,1352569,1573037747,5405625,12568078125,33872400,1350244,9,2601,34.10278580995987,76.28892449104261,0.19979384985397697,0.4995700773860705,0.09458297506448839,0.5,0.005154639175257732,0.20618556701030927,0.6339847568415685,1.3869625520110955,Old (50-100yr),Low,Medium,Small,Summer,1,Pre-2008,0,0,1,1-Car,4,1-Story,3.0,5,2545,0,1,1,0.1722499220941103,0.388235294117647,0.2,0.25349507207058575
325,80,RL,96.0,11275,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,710,GasA,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2010,WD,Normal,242000,3688,2.5,43,3,1,1,1,240,20846,25816,4,11912,4,4.8,3688,4252,0.1590909090909091,0.4166666666666667,8868484,26410345352,13601344,50161756672,127125625,504100,49,1849,54.57105459856901,106.18380290797651,0.26410074494501595,0.1924640824071564,0.15288696123610734,0.4166666666666667,0.0036925142665323934,0.08056394763343404,0.8956577150226844,1.7596782302664655,Mature (25-50yr),Good,XLarge,Medium,Summer,1,Post-2008,0,1,1,2-Car,4,Split-Level,4.0,5,4252,0,1,2,0.3052352757868495,0.7176470588235294,0.4,0.47429411153679296
326,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,720,GasA,Po,N,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1941.0,Unf,2,360,TA,TA,Y,0,0,244,0,0,0,,,,0,12,2007,WD,Normal,87000,1523,1.0,66,57,0,1,1,244,4015,7615,3,2409,3,3.0,1523,1883,0.07462686567164178,0.3333333333333333,644809,517781627,2319529,3532642667,25000000,518400,25,4356,28.337254630609507,70.71067811865476,0.16056788642271547,0.47244094488188976,0.23622047244094488,0.3333333333333333,0.006218905472636816,0.3034825870646766,0.697246230432634,2.7731558513588466,Old (50-100yr),Average,Small,Tiny,Winter,1,Pre-2008,0,0,0,2-Car,4,1.5-Story,3.0,1,1883,0,1,1,0.12067622312246806,0.29411764705882354,0.2,0.20493129006043054
327,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,122,30,0,0,0,0,,,,0,5,2008,Con,Normal,324000,3438,3.5,15,15,0,1,1,152,13752,27504,4,6876,4,5.0,3438,3911,0.5,1.75,2954961,5079577959,11819844,40636623672,117635716,2954961,64,225,41.46082488325576,104.14413089560064,0.15847699824836362,0.4998546088979354,0.13753998255306776,1.75,0.0034883720930232558,0.08837209302325581,0.30434413911103925,2.9422581831555714,Modern (10-25yr),Excellent,Large,Medium,Spring,0,Post-2008,0,1,1,2-Car,3,1-Story,4.0,5,3911,0,1,3,0.27866936740417575,0.7647058823529411,0.6,0.547791749919039
328,20,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1960.0,RFn,1,292,TA,TA,Y,0,45,0,0,0,0,,,,0,4,2006,WD,Normal,145250,2766,1.5,46,46,0,1,1,45,8298,16596,3,4149,3,3.6,2766,3058,0.1276595744680851,0.375,1912689,2645248887,7650756,21161991096,134560000,1912689,36,2116,37.1887079635741,107.70329614269008,0.11921386087406258,0.49981929887965304,0.10552945428261655,0.375,0.0050578034682080926,0.03251445086705202,0.7359482447982763,2.5178346621905163,Mature (25-50yr),Good,Medium,Medium,Spring,0,Pre-2008,0,0,1,1-Car,4,1-Story,3.0,3,3058,0,1,1,0.2122156435026488,0.43529411764705883,0.2,0.2825032537165692
329,75,RL,69.0,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,844,GasA,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,,Detchd,1930.0,Unf,2,441,TA,TA,Y,0,60,268,0,0,0,,,,0,7,2009,WD,Normal,214500,2978,2.0,93,15,1,1,1,328,12804,17868,3,6402,4,4.0,2978,3419,0.06382978723404255,0.3333333333333333,4553956,9718142104,8868484,26410345352,141324544,712336,36,8649,46.195237849804386,109.03210536351209,0.17949364959205988,0.28331654917757637,0.14803625377643503,0.3333333333333333,0.00468384074941452,0.15362997658079625,0.6270897005200919,1.9144862795149968,Old (50-100yr),Good,XLarge,Medium,Summer,1,Post-2008,0,0,0,2-Car,3,2.5-Story,3.0,4,3419,0,1,1,0.24033966967902773,0.5294117647058824,0.2,0.3232504781283034
330,70,RM,60.0,6402,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,596,596,GasA,TA,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,189,Fa,Fa,N,0,0,137,0,0,0,,GdWo,,0,7,2009,WD,Normal,78000,1788,1.0,89,59,1,1,1,137,5960,8940,3,3576,3,3.4,1788,1977,0.05555555555555555,0.25,1420864,1693669888,3196944,5716135872,40985604,355216,25,7921,34.52535300326414,80.01249902359005,0.1861627362173981,0.33314700950251536,0.10564561207378424,0.25,0.005029337803855826,0.11483654652137469,0.7406264554624908,2.2810218978102186,Old (50-100yr),Average,Medium,Small,Summer,1,Post-2008,0,0,0,1-Car,4,2-Story,3.0,3,1977,0,1,1,0.1279993767528825,0.388235294117647,0.2,0.23874489029017654
331,90,RL,69.0,10624,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,,Detchd,2002.0,Unf,1,352,TA,TA,Y,155,0,0,0,0,0,,,,0,11,2007,WD,Normal,119000,3456,2.5,43,43,0,1,1,155,8640,17280,3,5184,3,3.4,3456,3808,0.11363636363636363,0.35714285714285715,2985984,5159780352,11943936,41278242816,112869376,2985984,25,1849,41.569219381653056,103.07278981380101,0.16263529411764707,0.49985536592421176,0.10182238935493203,0.35714285714285715,0.00578368999421631,0.0896471949103528,0.6629975051447113,1.8328445747800588,Mature (25-50yr),Average,Large,Medium,Fall,0,Pre-2008,0,0,1,1-Car,3,1-Story,3.0,3,3808,0,1,1,0.27064506076659395,0.388235294117647,0.2,0.28629345162808034
332,20,RL,70.0,8176,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,0,210,1056,GasA,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,139000,2112,2.0,49,15,0,1,1,0,5280,10560,3,3168,3,3.2,2112,2420,0.1,0.5,1115136,1177583616,4460544,9420668928,66846976,1115136,25,2401,32.49615361854384,90.42123644365851,0.1291427173780115,0.4997633696166588,0.14576431613819216,0.5,0.005676442762535478,0.0,0.7656864282637428,2.431906614785992,Mature (25-50yr),Average,Small,Medium,Summer,1,Pre-2008,0,0,1,1-Car,4,1-Story,3.0,2,2420,0,1,1,0.1625116858834528,0.34117647058823536,0.2,0.23456271882389604
333,20,RL,85.0,10655,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,,479,1603,3206,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,284000,4835,3.0,6,5,0,1,1,0,13032,38680,4,6516,4,5.0,4835,5715,1.1428571428571428,0.75,2653641,4322781189,23377225,113028882875,113529025,10278436,64,36,40.36087214122113,103.22305943925514,0.15287162162162163,0.662944582299421,0.18196856906534326,0.75,0.004294478527607362,0.0,0.8155584806022796,3.0429821224800304,Recent (5-10yr),Excellent,Large,Medium,Fall,1,Post-2008,0,1,1,3+ Car,3,1-Story,4.0,5,5715,0,1,2,0.41921159239638517,0.7647058823529411,0.4,0.5279724915831087
334,120,RM,59.0,8198,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,192,30,0,0,0,0,,,,0,7,2008,WD,Normal,207000,2716,3.0,4,4,0,1,1,222,9506,19012,4,5432,4,4.8,2716,3200,1.4,1.0,1844164,2504374712,7376656,20034997696,67207204,1844164,49,16,36.851051545376556,90.54280755532159,0.16562995487254542,0.49981597350018403,0.17813765182186234,1.0,0.004415011037527594,0.16335540838852097,0.6445072155378765,2.968617472434266,New (0-5yr),Good,Medium,Medium,Summer,0,Post-2008,0,1,1,2-Car,4,1-Story,4.0,5,3200,0,1,2,0.22327827983795576,0.7176470588235294,0.4,0.44697511288716174
335,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,38,0,0,0,0,,,,0,7,2008,WD,Normal,192000,2581,3.5,10,10,1,1,1,138,9828,15486,3,4914,3,4.0,2581,3053,0.5454545454545454,0.875,2683044,4394826072,6661561,17193488941,81757764,889249,36,100,40.47221268969612,95.08943158942533,0.18113457923255558,0.3652207591014717,0.18280402788536018,0.875,0.004270896888346553,0.08419768151311775,0.6140113332348296,2.2744503411675514,Recent (5-10yr),Good,Large,Medium,Summer,0,Post-2008,0,1,1,2-Car,3,2-Story,4.0,4,3053,0,1,3,0.2118261140542225,0.5294117647058824,0.6,0.4470792929200349
336,190,RL,69.0,164660,Grvl,,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,,,Shed,700,8,2008,WD,Normal,228950,3285,4.0,43,43,1,1,1,670,8930,16425,3,5358,3,3.8,3285,3814,0.11363636363636363,1.0,3189796,5696975656,10791225,35449174125,27112915600,2247001,25,1849,42.261093218230876,405.7831933434405,0.010846527107208143,0.4561777236762021,0.16098600121728546,1.0,0.00391717963066592,0.3749300503637381,0.1696235270510412,1.7946877243359656,Mature (25-50yr),Average,XLarge,Huge,Summer,0,Post-2008,0,1,1,2-Car,3,1.5-Story,3.0,5,3814,0,1,3,0.2711124961047055,0.48235294117647054,0.6,0.451155145760392
